 2.88113,  6.08425, 807.74744, -10.88218, -52.71223, -0.08635
 2.96844,  6.08425, 808.09778, -10.72560, -53.10619, -0.03454
 3.57959,  5.91042, 808.79834, -10.88218, -52.90921, -0.05181
 3.84151,  5.82350, 809.14856, -10.96046, -52.83042, -0.03454
 3.40497,  5.73658, 809.14856, -10.88218, -53.14559, -0.03454
 3.40497,  6.08425, 809.49890, -10.92132, -52.98801, -0.13816
 3.31767,  6.08425, 808.09778, -10.96046, -53.14559, -0.03454
 3.49228,  6.17117, 807.39722, -10.92132, -52.98801, -0.01727
 3.23036,  5.82350, 810.90002, -10.68645, -52.90921, -0.05181
 3.66689,  5.47583, 809.49890, -10.88218, -53.18499, -0.03454
 3.84151,  5.82350, 808.79834, -10.92132, -52.83042, -0.06908
 3.23036,  5.91042, 808.79834, -10.80389, -53.02740,  0.06908
 3.40497,  5.64966, 808.44800, -10.76474, -53.10619, -0.03454
 3.75420,  5.91042, 808.09778, -10.76474, -53.06680, -0.06908
 4.01612,  5.73658, 808.44800, -10.76474, -53.02740, -0.03454
 3.75420,  5.56274, 809.14856, -10.80389, -52.94861, -0.10362
 3.66689,  5.56274, 808.79834, -10.92132, -52.83042,  0.00000
 3.66689,  6.17117, 808.09778, -10.84303, -53.30318, -0.06908
 3.49228,  6.34501, 808.79834, -10.92132, -53.10619, -0.08635
 4.01612,  5.56274, 807.74744, -10.64731, -52.86982, -0.01727
 3.92881,  5.47583, 806.69666, -10.68645, -52.79102, -0.05181
 3.40497,  5.64966, 807.74744, -10.76474, -52.86982, -0.03454
 4.19073,  5.12815, 807.74744, -10.68645, -52.98801, -0.10362
 3.31767,  5.64966, 809.14856, -10.76474, -53.26378, -0.05181
 3.75420,  5.64966, 807.39722, -10.84303, -53.06680, -0.08635
 4.10343,  5.56274, 807.39722, -10.80389, -52.94861, -0.10362
 3.92881,  5.21507, 808.79834, -10.68645, -53.02740,  0.00000
 3.57959,  5.82350, 808.09778, -10.88218, -53.14559, -0.05181
 3.84151,  5.64966, 808.44800, -10.64731, -52.98801,  0.01727
 3.40497,  5.38891, 808.44800, -10.84303, -53.06680, -0.05181
 3.75420,  5.64966, 807.74744, -10.72560, -53.02740, -0.06908
 4.01612,  5.56274, 807.74744, -10.92132, -53.14559, -0.03454
 4.01612,  5.38891, 808.09778, -10.68645, -52.94861, -0.12089
 4.01612,  5.12815, 806.69666, -10.72560, -52.98801,  0.00000
 3.57959,  5.47583, 805.99609, -10.68645, -52.94861, -0.01727
 4.19073,  5.56274, 805.99609, -11.07790, -53.06680, -0.06908
 3.75420,  5.38891, 808.79834, -10.88218, -52.86982, -0.05181
 4.19073,  5.30199, 807.04688, -10.76474, -53.14559, -0.08635
 3.23036,  5.47583, 806.69666, -10.41244, -53.02740, -0.10362
