-2.88113,  3.82439, 1005.30579,  8.06377,  3.66385, -1.10529
-2.26998,  3.82439, 1006.35669,  8.14206,  3.78204, -1.13983
-2.61921,  3.91130, 1005.30579,  8.29864,  3.82144, -1.05348
-2.35729,  3.91130, 1003.55444,  8.14206,  3.70325, -1.08802
-2.26998,  3.65055, 1004.60522,  8.25949,  3.50627, -1.00167
-2.44460,  3.99822, 1004.60522,  8.25949,  3.42748, -1.15710
-2.09537,  4.17206, 1003.55444,  8.37693,  3.30929, -1.08802
-1.92075,  3.99822, 1003.55444,  8.41607,  3.30929, -1.17437
-1.83345,  3.99822, 1003.55444,  8.33778,  3.15170, -1.07075
-2.26998,  4.34589, 1004.60522,  8.41607,  3.38808, -1.12256
-1.65883,  3.99822, 1004.25500,  8.37693,  3.38808, -1.08802
-1.48422,  3.99822, 1004.25500,  8.37693,  3.42748, -1.08802
-1.48422,  4.34589, 1004.95557,  8.53350,  3.19110, -1.07075
-1.92075,  3.91130, 1002.85388,  8.53350,  3.26989, -1.07075
-1.83345,  3.91130, 1005.30579,  8.49436,  3.23050, -1.08802
-1.57153,  4.08514, 1003.55444,  8.53350,  3.15170, -1.12256
-1.39691,  4.25898, 1002.85388,  8.33778,  3.26989, -1.10529
-1.48422,  4.08514, 1002.85388,  8.45522,  3.19110, -1.07075
-1.13499,  4.17206, 1002.15332,  8.61179,  3.26989, -1.05348
-1.39691,  4.34589, 1003.55444,  8.80752,  3.07291, -1.03621
-1.39691,  4.51973, 1004.25500,  8.53350,  2.95472, -1.10529
-1.30960,  4.08514, 1004.95557,  8.29864,  2.95472, -1.07075
-1.30960,  4.25898, 1004.60522,  8.57265,  2.99412, -1.08802
-1.04768,  4.17206, 1002.85388,  8.61179,  2.99412, -1.00167
-1.04768,  4.34589, 1003.20410,  8.45522,  2.87593, -1.03621
-1.48422,  4.51973, 1004.60522,  8.61179,  3.03351, -1.07075
-0.61115,  4.34589, 1004.25500,  8.69008,  2.91533, -1.08802
-0.43653,  4.60665, 1003.55444,  8.76837,  2.79714, -1.10529
-0.96038,  4.17206, 1004.60522,  8.53350,  2.79714, -1.08802
-0.78576,  4.43281, 1004.60522,  8.80752,  2.48197, -1.10529
-0.61115,  3.82439, 1003.90466,  8.84666,  2.56076, -1.07075
-0.43653,  4.69357, 1001.80298,  8.69008,  2.56076, -1.07075
-0.52384,  4.60665, 1003.55444,  8.76837,  2.48197, -1.05348
-0.61115,  4.17206, 1002.85388,  8.69008,  2.44257, -1.00167
-0.78576,  4.43281, 1005.65613,  8.84666,  2.52136, -1.05348
-0.87307,  4.78048, 1003.55444,  8.80752,  2.40317, -1.10529
-0.69846,  4.51973, 1003.90466,  8.80752,  2.12740, -1.10529
-0.69846,  5.04124, 1003.90466,  8.76837,  2.08800, -1.00167
-0.08731,  4.34589, 1002.15332,  8.92495,  2.04861, -1.15710
 0.00000,  4.25898, 1005.65613,  9.04238,  2.28498, -1.12256
 0.00000,  4.51973, 1002.85388,  9.00324,  1.85163, -1.10529
-0.26192,  4.34589, 1003.20410,  9.12067,  2.00921, -1.00167
 0.00000,  4.69357, 1003.90466,  8.76837,  2.00921, -1.10529
-0.34923,  4.34589, 1004.95557,  8.92495,  1.93042, -1.10529
-0.17461,  4.17206, 1004.95557,  8.96409,  1.96981, -1.05348
-0.17461,  4.25898, 1004.60522,  8.88581,  1.85163, -1.10529
-0.52384,  5.04124, 1004.25500,  9.04238,  1.81223, -1.08802
 0.26192,  3.99822, 1002.85388,  9.23811,  1.89102, -1.03621
 0.08731,  4.34589, 1004.25500,  9.15982,  1.61525, -1.19164
 0.00000,  3.91130, 1003.55444,  9.39468,  1.73344, -1.08802
 0.00000,  4.43281, 1001.80298,  9.15982,  1.65464, -1.07075
 0.08731,  4.34589, 1004.25500,  9.27725,  1.65464, -1.07075
 0.26192,  4.17206, 1003.55444,  9.31639,  1.69404, -1.07075
 0.34923,  4.60665, 1003.20410,  9.31639,  1.53646, -1.15710
 0.17461,  5.12815, 1004.60522,  9.35554,  1.73344, -1.00167
 0.61115,  4.34589, 1005.65613,  9.39468,  1.37887, -1.12256
 0.34923,  4.60665, 1003.90466,  9.23811,  1.65464, -1.03621
-0.08731,  4.78048, 1004.95557,  9.35554,  1.53646, -1.01894
 0.78576,  4.78048, 1004.25500,  9.47297,  1.18189, -1.05348
 0.69846,  4.95432, 1004.25500,  9.31639,  1.26068, -1.12256
 0.17461,  4.60665, 1005.30579,  9.23811,  1.37887, -1.08802
 0.69846,  5.12815, 1004.25500,  9.43383,  1.33947, -1.03621
 0.87307,  4.78048, 1005.65613,  9.66870,  1.18189, -1.13983
 0.69846,  5.04124, 1005.65613,  9.43383,  1.30008, -1.10529
 0.61115,  4.69357, 1006.35669,  9.47297,  1.06370, -1.01894
 0.96038,  4.86740, 1004.60522,  9.62955,  1.22128, -1.01894
 0.87307,  5.21507, 1004.60522,  9.62955,  1.18189, -1.13983
 0.34923,  4.95432, 1006.00635,  9.78613,  1.18189, -1.03621
 0.78576,  5.30199, 1005.30579,  9.55126,  1.02430, -1.07075
 1.22230,  5.12815, 1004.60522,  9.74698,  1.02430, -1.05348
 1.13499,  5.04124, 1004.95557,  9.74698,  0.94551, -1.07075
 0.69846,  5.04124, 1004.60522,  9.74698,  0.90611, -1.08802
 0.87307,  5.21507, 1003.90466,  9.70784,  0.82732, -1.05348
 0.69846,  4.95432, 1003.90466,  9.78613,  0.70913, -1.15710
 0.87307,  4.78048, 1005.65613,  9.94271,  0.98491, -1.00167
 0.69846,  4.78048, 1006.00635,  9.82527,  0.78793, -1.13983
 0.87307,  4.78048, 1003.20410, 10.02100,  0.86672, -1.00167
 0.87307,  4.95432, 1004.25500, 10.02100,  0.63034, -1.01894
 1.22230,  5.56274, 1006.35669,  9.74698,  0.78793, -1.10529
 1.30960,  5.30199, 1003.90466,  9.94271,  0.86672, -1.08802
 1.65883,  4.95432, 1006.70691,  9.94271,  0.74853, -1.08802
 1.48422,  5.21507, 1004.95557, 10.13843,  0.74853, -1.20891
 1.13499,  5.12815, 1005.30579, 10.02100,  0.63034, -1.07075
 1.13499,  5.38891, 1007.05725,  9.98185,  0.51215, -1.08802
 1.57153,  5.21507, 1007.05725, 10.13843,  0.63034, -1.07075
 1.48422,  5.21507, 1004.25500, 10.17757,  0.59094, -1.05348
 0.87307,  5.04124, 1003.20410, 10.13843,  0.43336, -1.07075
 1.74614,  5.82350, 1003.20410, 10.09929,  0.39396, -1.07075
 2.00806,  5.30199, 1004.60522, 10.21672,  0.51215, -1.00167
 0.87307,  5.21507, 1003.90466, 10.13843,  0.31517, -1.08802
 1.39691,  5.99733, 1004.25500, 10.33415,  0.39396, -0.96712
 1.83345,  5.56274, 1004.60522, 10.17757,  0.27577, -1.17437
 1.65883,  5.99733, 1003.20410, 10.09929,  0.51215, -1.15710
 1.22230,  5.64966, 1003.90466, 10.41244,  0.43336, -1.15710
 1.74614,  5.38891, 1003.90466, 10.33415,  0.23638, -1.01894
 2.00806,  5.12815, 1003.90466, 10.45159,  0.35457, -1.12256
 1.74614,  5.38891, 1002.50354, 10.60816,  0.27577, -1.07075
 2.00806,  5.99733, 1003.20410, 10.37330,  0.31517, -1.15710
 1.57153,  5.73658, 1003.90466, 10.37330,  0.23638, -1.08802
 1.83345,  5.56274, 1002.85388, 10.45159,  0.00000, -1.10529
 1.83345,  5.56274, 1005.30579, 10.56902,  0.27577, -1.03621
 2.00806,  5.56274, 1002.50354, 10.52987, -0.03940, -1.08802
 1.65883,  5.73658, 1002.85388, 10.45159, -0.03940, -1.05348
 2.09537,  5.73658, 1003.20410, 10.41244, -0.15759, -1.13983
